Date,Symbol,Open,High,Low,Close,Volume,Turnover
2014-06-20,ADANIPORTS,224.45,236,223.1,232.6,3228673,74561646920000
2014-06-23,ADANIPORTS,233.95,239.2,233.6,237,2865754,67895880645000
2014-06-24,ADANIPORTS,239.3,243.5,235.5,238,3569302,85637015290000
2014-06-25,ADANIPORTS,238.95,241.2,235.65,237.15,1943671,46351289135000
2014-06-26,ADANIPORTS,238,238.9,232.65,234.55,1801189,42476278170000
2014-06-27,ADANIPORTS,235,236,230.5,231.4,3496814,81319141535000
2014-06-30,ADANIPORTS,232,244.9,231.75,243.7,3695817,88428046050000
2014-07-01,ADANIPORTS,245.45,247.3,242.7,244.2,1969294,48223759395000
2014-07-02,ADANIPORTS,245.95,279.4,245.9,271.25,29796852,802267303480000
2014-07-03,ADANIPORTS,271.9,276.35,267.8,270.4,10025759,272775868980000
2014-07-04,ADANIPORTS,271.4,277.5,269.4,275.55,7514461,205669290325000
2014-07-07,ADANIPORTS,277.85,282.6,248,280.7,10604584,296478347375000
2014-07-08,ADANIPORTS,281.5,281.5,253.6,258.45,5348048,144391199360000
2014-07-09,ADANIPORTS,258,272.65,249.35,264.9,7271247,191273044650000
2014-07-10,ADANIPORTS,267.25,285.4,252.35,270.3,9128261,245407046355000
2014-07-11,ADANIPORTS,273,279.9,244.6,248.7,7391100,192313330960000
2014-07-14,ADANIPORTS,249.8,255.3,246.85,252.8,3749117,94356736875000
2014-07-15,ADANIPORTS,254.8,264.25,254.6,262.95,4753216,123843382810000
2014-07-16,ADANIPORTS,264.1,285.4,263,281,6760956,184761105460000
2014-07-17,ADANIPORTS,285,289.65,282.55,285.65,6726603,192566627435000
2014-07-18,ADANIPORTS,283.75,293.4,275.55,288.3,8919945,254916615220000
2014-07-21,ADANIPORTS,290,293.85,286.1,288.1,4470445,129654820190000
2014-07-22,ADANIPORTS,288.7,289.9,282.15,284.8,3096008,88433192425000
2014-07-23,ADANIPORTS,285.05,287.5,277.15,279.8,3814814,107493450770000
2014-07-24,ADANIPORTS,280.15,282.65,271.65,275.7,3952702,109795152610000
2014-07-25,ADANIPORTS,272.9,276,263.05,268.05,5432866,145785546240000
2014-07-28,ADANIPORTS,267.75,277.75,264.75,266,5082312,137814099945000
2014-07-30,ADANIPORTS,267,268.3,259.15,263.65,6091746,160618847750000
2014-07-31,ADANIPORTS,262.05,265.5,259.45,260.55,7890098,206602814865000
2014-08-01,ADANIPORTS,257.35,263.25,255.6,259.25,6097901,158866021230000
2014-08-04,ADANIPORTS,260.05,266.4,258.5,265.45,4251061,111386786565000
2014-08-05,ADANIPORTS,264.6,269.65,262.5,265.8,5848392,155044896820000
2014-08-06,ADANIPORTS,265.85,275.75,265.1,268.5,6978210,189015655950000
2014-08-07,ADANIPORTS,269.9,273,263.65,266.15,3496953,93797252670000
2014-08-08,ADANIPORTS,262,263.9,258.3,262.1,4238796,110863855120000
2014-08-11,ADANIPORTS,265.6,272.25,265,270,4305779,116271880260000
2014-08-12,ADANIPORTS,273,274.95,270.1,271.35,3262251,88740801365000
2014-08-13,ADANIPORTS,270.25,275.25,265.7,274.4,3863196,104612605820000
2014-08-14,ADANIPORTS,276,276,268.75,272.4,2321776,63095742550000
2014-08-18,ADANIPORTS,273.8,277.9,273,273.6,2499975,68785728250000
2014-08-19,ADANIPORTS,275.45,289.65,275.2,287.15,5479772,155780772120000
2014-08-20,ADANIPORTS,287.95,297.5,284.95,293.15,11384639,332955827165000
2014-08-21,ADANIPORTS,294.4,301.35,293.35,296.9,6936813,206247901975000
2014-08-22,ADANIPORTS,296.95,300.4,294.25,297.7,4107903,122027808590000
2014-08-25,ADANIPORTS,297.3,301,291.7,293.35,2557796,75903947575000
2014-08-26,ADANIPORTS,292.5,300.9,289.25,298,2768112,81566835970000
2014-08-27,ADANIPORTS,299.25,302.7,284.3,288.25,3607703,104883855210000
2014-08-28,ADANIPORTS,289.7,293.85,281.35,282.85,3637436,103828212580000
2014-09-01,ADANIPORTS,285.8,287.55,276.3,286.5,3598155,101732863615000
2014-09-02,ADANIPORTS,285.9,291.5,285.9,288.85,2060621,59602409510000
2014-09-03,ADANIPORTS,290.15,294.95,287.95,289.1,2780904,81077485910000
2014-09-04,ADANIPORTS,289.1,292.9,286.4,289.3,5686505,164013325235000
2014-09-05,ADANIPORTS,290.8,292.9,286.4,290.15,1540290,44693501110000
2014-09-08,ADANIPORTS,289.75,301.5,289.75,299.8,3472358,103555334305000
2014-09-09,ADANIPORTS,300.8,301.2,293.65,295.2,1903788,56513892455000
2014-09-10,ADANIPORTS,291,296.75,288,293.45,3601230,105641438560000
2014-09-11,ADANIPORTS,294.7,295.45,290.1,293.45,1911504,56055151420000
2014-09-12,ADANIPORTS,294.15,299.9,292.55,293.5,2602822,76985594055000
2014-09-15,ADANIPORTS,291.9,294,288.5,291.8,1273200,37164957530000
2014-09-16,ADANIPORTS,291.8,292.8,278.4,279.7,2068845,59018039755000
2014-09-17,ADANIPORTS,280,284,271.8,282.45,2458969,68749685020000
2014-09-18,ADANIPORTS,280,296,278.15,294.6,3210047,92878775775000
2014-09-19,ADANIPORTS,294.8,295.4,283.6,284.95,3571431,102633486825000
2014-09-22,ADANIPORTS,283.9,288.7,282.05,285.8,1729402,49430777785000
2014-09-23,ADANIPORTS,287.3,288.4,272.1,273.1,2629647,73022001875000
2014-09-24,ADANIPORTS,274.8,274.8,261.1,268.25,5118762,136862294615000
2014-09-25,ADANIPORTS,271,271.45,264.25,267.9,5305786,142216832565000
2014-09-26,ADANIPORTS,269,281.75,267.25,279.95,3311604,90876729430000
2014-09-29,ADANIPORTS,281.9,285.7,277.1,281.45,4799075,135381791640000
2014-09-30,ADANIPORTS,278.7,285.85,275.1,277.55,2567794,71981501140000
2014-10-01,ADANIPORTS,277.05,283.35,272.5,275.15,1937730,53669031335000
2014-10-07,ADANIPORTS,274.15,275.15,256.5,259.9,5687206,150744590615000
2014-10-08,ADANIPORTS,260.9,264.85,258.55,261.15,2156752,56411978080000
2014-10-09,ADANIPORTS,262.75,270.7,262.65,269.8,2010254,53862567215000
2014-10-10,ADANIPORTS,268,268,257.6,258.9,1876136,49052165040000
2014-10-13,ADANIPORTS,257,263.8,252,260.5,2155274,55496636860000
2014-10-14,ADANIPORTS,263,264.5,255,260.15,3429442,89236633550000
2014-10-16,ADANIPORTS,258.7,262.5,251.05,252.95,2214333,56994966325000
2014-10-17,ADANIPORTS,254.45,255.55,244.1,250.35,3201427,79728837925000
2014-10-20,ADANIPORTS,253.9,261.65,253.5,258.9,2122596,54823687470000
2014-10-21,ADANIPORTS,260.95,265,257.6,261.9,1999783,52331237060000
2014-10-22,ADANIPORTS,264.5,269.85,263.2,269,2777106,73960617770000
2014-10-23,ADANIPORTS,270.05,271.4,269.05,270,296522,8017777765000
2014-10-27,ADANIPORTS,270.8,270.9,262.65,263.85,893003,23719310325000
2014-10-28,ADANIPORTS,263.5,266.05,260,261.4,1208043,31611010355000
2014-10-29,ADANIPORTS,264,272.5,262.9,271.95,2843234,76083595530000
2014-10-30,ADANIPORTS,272.8,274.45,270.1,271.85,2122837,57814046375000
2014-10-31,ADANIPORTS,275.8,288,274.3,285.65,2716153,76720583320000
2014-11-03,ADANIPORTS,287.4,293.5,283.5,291.5,2314825,66996034385000
2014-11-05,ADANIPORTS,292,294.6,285.1,288.75,1797633,51891744615000
2014-11-07,ADANIPORTS,288.6,295.75,284.05,292.9,1615079,47034428370000
2014-11-10,ADANIPORTS,292.95,300.95,287.4,290.7,5822567,171050969355000
2014-11-11,ADANIPORTS,294,296.45,289,291.5,1984726,57994770915000
2014-11-12,ADANIPORTS,295.6,306.35,295,300.7,6066400,183137659980000
2014-11-13,ADANIPORTS,302.1,304.9,291.3,294.25,2585938,76922516910000
2014-11-14,ADANIPORTS,295.25,298.9,292.3,297.25,1540791,45644769100000
2014-11-17,ADANIPORTS,297.2,297.2,292.4,296.1,1170407,34494188450000
2014-11-18,ADANIPORTS,297,305,296.8,303.1,2537080,76641505135000
2014-11-19,ADANIPORTS,304.7,307.25,296,300.15,3988326,120967444940000
2014-11-20,ADANIPORTS,299.95,301.9,292.45,300.25,1669583,49555216880000
2014-11-21,ADANIPORTS,300.05,304.75,297.55,303.05,3515231,106324712430000
2014-11-24,ADANIPORTS,302,308.75,302,306.3,3374221,103075381045000
2014-11-25,ADANIPORTS,306,306.8,294.5,298.7,2054557,61356414500000
2014-11-26,ADANIPORTS,297.2,300.6,293.05,296.8,1374295,40828594730000
2014-11-27,ADANIPORTS,294.55,298,289,290.35,2123941,62177525985000
2014-11-28,ADANIPORTS,290.05,297.85,288.5,290.25,1925459,56366554910000
2014-12-01,ADANIPORTS,290,292.45,284,289,1974590,57068851035000
2014-12-02,ADANIPORTS,288,291.6,285,286.15,2280967,65538677900000
2014-12-03,ADANIPORTS,285.75,293,285.75,291.25,1637493,47575065720000
2014-12-04,ADANIPORTS,291.45,293.65,285,286.2,1869475,53975668895000
2014-12-05,ADANIPORTS,286.55,291.15,283,284.55,2638164,75742337445000
2014-12-08,ADANIPORTS,282.6,284.7,276,276.8,1157284,32399489870000
2014-12-09,ADANIPORTS,275.05,279.85,266.05,269.2,1934181,52668930640000
2014-12-10,ADANIPORTS,269,277.6,268.35,275.25,1964268,53731723575000
2014-12-11,ADANIPORTS,273.6,282.5,270.25,278.1,3450618,96084079375000
2014-12-12,ADANIPORTS,279.75,287.45,275.55,277.45,5222845,147356437760000
2014-12-15,ADANIPORTS,275.55,289.45,274.5,288.05,2084321,59414890740000
2014-12-16,ADANIPORTS,286.8,286.8,272,274.5,1933499,53966810070000
2014-12-17,ADANIPORTS,273.65,278.15,267.55,273.75,2231001,61054725110000
2014-12-18,ADANIPORTS,278,291,277.65,289.95,3335626,95422019255000
2014-12-19,ADANIPORTS,292,293.7,286.1,289.9,3204495,92936220360000
2014-12-22,ADANIPORTS,290.6,292.95,285.1,290.3,1909478,55396494720000
2014-12-23,ADANIPORTS,291.55,295.9,287,288.15,2092865,61047138090000
2014-12-24,ADANIPORTS,287.9,287.9,282,283.05,2631645,74733195890000
2014-12-26,ADANIPORTS,284.4,290,283.3,289.2,1208404,34704921605000
2014-12-29,ADANIPORTS,291.45,294.5,287.95,293.1,1377996,40241056150000
2014-12-30,ADANIPORTS,293.8,317.1,293.8,316,8904689,276708244225000
2014-12-31,ADANIPORTS,316.8,321.3,311.4,319.05,3559436,112621288750000
2015-01-01,ADANIPORTS,319,322.5,316.25,319.55,1456204,46544083185000
2015-01-02,ADANIPORTS,319.35,325.8,318.05,319.35,2894058,93075294935000
2015-01-05,ADANIPORTS,320.45,327.5,319.35,323.8,2099786,68109832600000
2015-01-06,ADANIPORTS,321.65,331.45,315.6,321.85,3672197,118879291730000
2015-01-07,ADANIPORTS,321.95,328.7,317.4,321.1,2981544,96305861250000
2015-01-08,ADANIPORTS,326,337.3,323.55,334.55,2932673,97032717805000
2015-01-09,ADANIPORTS,339.9,343.1,327.35,331.15,3543488,118668961490000
2015-01-12,ADANIPORTS,332.15,335.75,325.55,328.45,2990475,98385745185000
2015-01-13,ADANIPORTS,330.2,331.3,320.75,323,2688701,87717133535000
2015-01-14,ADANIPORTS,324,333.9,322.65,331.25,2272652,74548065180000
2015-01-15,ADANIPORTS,334,337.3,326.25,330.6,2140699,70825891940000
2015-01-16,ADANIPORTS,329.8,334.6,326,330.85,1970666,65202464305000
2015-01-19,ADANIPORTS,332.05,334.8,326.6,328.35,1362398,45038346905000
2015-01-20,ADANIPORTS,329,332.65,326.85,330.5,1091657,36047264870000
2015-01-21,ADANIPORTS,330.35,333.5,326.2,329.35,1514648,49818026110000
2015-01-22,ADANIPORTS,329.05,331.65,327,329.4,1376133,45332934470000
2015-01-23,ADANIPORTS,332,352.75,330.1,346.9,7519790,257354979095000
2015-01-27,ADANIPORTS,348,349.45,340.9,345.15,2928237,100885469785000
2015-01-28,ADANIPORTS,343.4,350,333.9,339.25,3391819,116140514910000
2015-01-29,ADANIPORTS,340.65,348.4,337.65,344.15,4034959,138643294800000
2015-01-30,ADANIPORTS,346.4,352,323.5,341.05,4373172,149696657630000
2015-02-02,ADANIPORTS,339.5,343.9,333,335.9,1735161,58566826640000
2015-02-03,ADANIPORTS,336.3,336.95,326.05,327.8,1537152,50771209205000
2015-02-04,ADANIPORTS,329.45,333,319.25,321.25,2792395,91197141540000
2015-02-05,ADANIPORTS,322,322.7,308.45,312.2,2167857,68651712390000
2015-02-06,ADANIPORTS,311.1,313.95,298.6,300.2,3265593,99876018165000
2015-02-09,ADANIPORTS,296.7,307.9,292.5,300.15,3103409,93455356750000
2015-02-10,ADANIPORTS,298.1,319.7,298.1,317.85,3921257,122553747460000
2015-02-11,ADANIPORTS,319.9,328.9,319,326.1,2148555,69809880930000
2015-02-12,ADANIPORTS,327.7,338,326.8,336.6,3539194,118531084570000
2015-02-13,ADANIPORTS,337.7,344.35,331.55,335.35,2180303,73656758400000
2015-02-16,ADANIPORTS,335.1,341.7,329.65,331.25,2205960,74014436950000
2015-02-18,ADANIPORTS,332.3,335.8,330,333.8,1227170,40900533165000
2015-02-19,ADANIPORTS,335.15,341,323.7,333.85,2643121,87891665960000
2015-02-20,ADANIPORTS,335.05,338.05,326.4,329,1302901,43298722865000
2015-02-23,ADANIPORTS,331,332.4,321.2,323.4,1737238,56569978705000
2015-02-24,ADANIPORTS,323.75,336.9,319.25,334.05,2330482,76465857475000
2015-02-25,ADANIPORTS,336,337.45,326.85,328.2,1467120,48669308940000
2015-02-26,ADANIPORTS,328.1,332.5,322.5,327.3,1775811,58132022045000
2015-02-27,ADANIPORTS,329.4,349.65,327.8,346.25,3025639,103056063970000
2015-02-28,ADANIPORTS,349.9,357.95,326.3,330.75,5648235,195467279285000
2015-03-02,ADANIPORTS,334.5,335.6,325.6,330.35,2592113,85540246580000
2015-03-03,ADANIPORTS,332.5,339.05,332,336.55,2016305,67748461115000
2015-03-04,ADANIPORTS,339.9,343.3,330.1,332,1846535,62333498775000
2015-03-05,ADANIPORTS,332.8,335.4,327.2,333.05,1770268,58700292385000
2015-03-09,ADANIPORTS,331.55,335.9,323.5,325,1825760,60029880605000
2015-03-10,ADANIPORTS,325.05,327.9,314.7,317.55,1215285,39130144915000
2015-03-11,ADANIPORTS,318.9,318.9,302.2,307.8,4828130,148641731265000
2015-03-12,ADANIPORTS,306.55,312,304,310.25,3431277,106283866715000
2015-03-13,ADANIPORTS,312.9,316.3,305,306.25,4356123,135939151035000
2015-03-16,ADANIPORTS,306.7,314.75,303.05,313.3,1629195,50533772195000
2015-03-17,ADANIPORTS,315.3,320.85,310.3,319.55,5158959,163512996165000
2015-03-18,ADANIPORTS,320.05,320.95,312.9,316.65,3069180,97692944600000
2015-03-19,ADANIPORTS,316.15,322.65,310.5,312.9,1470026,46783130135000
2015-03-20,ADANIPORTS,312.9,316.7,306.5,308.15,2049167,63982353060000
2015-03-23,ADANIPORTS,308.3,311.25,302.55,303.85,1387396,42616420470000
2015-03-24,ADANIPORTS,304,309,299,307.1,2447607,74451057125000
2015-03-25,ADANIPORTS,310.15,315.5,309.2,314.75,2456872,76971166680000
2015-03-26,ADANIPORTS,313.55,315.6,303,304.2,3406327,104822062835000
2015-03-27,ADANIPORTS,307.8,307.8,295.4,305,3371344,102070041135000
2015-03-30,ADANIPORTS,306,310,303,308.55,3039118,93331531410000
2015-03-31,ADANIPORTS,311,315.45,305.05,308.2,2590770,80633593435000
2015-04-01,ADANIPORTS,308.45,312.05,306.1,310.95,1026200,31731325765000
2015-04-06,ADANIPORTS,313.75,323.85,311.45,321.25,2039045,64785092955000
2015-04-07,ADANIPORTS,323,325.6,316.65,323.9,1913068,61521880340000
2015-04-08,ADANIPORTS,324.3,325,318,319.15,1317175,42290925125000
2015-04-09,ADANIPORTS,319.7,320.55,312,316.7,1503986,47600979695000
2015-04-10,ADANIPORTS,316.9,323.85,313.5,319.8,2127407,68049482180000
2015-04-13,ADANIPORTS,320.5,331.65,319.55,330.8,2405161,78757709100000
2015-04-15,ADANIPORTS,330.5,333.6,324.25,325.75,1576904,51971226930000
2015-04-16,ADANIPORTS,328,332.4,321.8,327.5,1676768,54919131205000
2015-04-17,ADANIPORTS,327.6,332,321,322.75,1471127,48106893570000
2015-04-20,ADANIPORTS,324.5,324.95,308.3,313.5,2002115,63121601965000
2015-04-21,ADANIPORTS,313.95,320.65,310.25,314.45,1679188,53084384665000
2015-04-22,ADANIPORTS,316.4,318.25,304.75,313.7,2317579,72233395630000
2015-04-23,ADANIPORTS,315,319.85,313.2,318.6,1069160,33947066665000
2015-04-24,ADANIPORTS,319,319,312.95,316.3,1316393,41718446365000
2015-04-27,ADANIPORTS,316.75,323.45,304.55,305.95,2330507,73009998435000
2015-04-28,ADANIPORTS,307,310.8,298.5,306.1,2539436,77216139490000
2015-04-29,ADANIPORTS,308,315.4,305.75,312.85,1566799,48854591180000
2015-04-30,ADANIPORTS,313.05,319.9,308.7,317.55,2916537,92357743485000
2015-05-04,ADANIPORTS,325.55,353,321.05,347.2,6375610,214807326965000
2015-05-05,ADANIPORTS,349.6,351.7,337.95,342.7,4219216,145575076405000
2015-05-06,ADANIPORTS,340.35,344.25,329.05,331.2,2247751,75205015140000
2015-05-07,ADANIPORTS,332.3,332.3,315.4,322.8,1709602,55695026020000
2015-05-08,ADANIPORTS,326.2,340.75,326.2,335.1,2097977,70519247420000
2015-05-11,ADANIPORTS,337.6,345,337.05,344.05,2266220,77605790755000
2015-05-12,ADANIPORTS,343.4,343.4,333.15,334.9,1550748,52045095370000
2015-05-13,ADANIPORTS,336.45,344,334.55,340.45,3022877,102757438485000
2015-05-14,ADANIPORTS,338.4,340,330.75,333.95,3075816,102922725125000
2015-05-15,ADANIPORTS,335.85,338.65,327.05,329,1663198,55448746595000
2015-05-18,ADANIPORTS,330.8,340.55,329.5,339.35,1370344,46076037940000
2015-05-19,ADANIPORTS,338.3,344.9,335.35,339.85,1685421,57532471590000
2015-05-20,ADANIPORTS,340.8,344.45,338.55,343.05,1660453,56768448855000
2015-05-21,ADANIPORTS,344,351,343.55,348.4,2609479,90875046355000
2015-05-22,ADANIPORTS,347.55,354.8,346.8,348.95,2369700,82971675695000
2015-05-25,ADANIPORTS,347.65,350.3,340.35,342.9,1420555,49044013945000
2015-05-26,ADANIPORTS,343.05,350.25,343,345.25,1576396,54670481990000
2015-05-27,ADANIPORTS,343,344.9,336.1,338.9,2585896,87712143870000
2015-05-28,ADANIPORTS,339.9,340.6,320.55,333,3394601,111847992415000
2015-05-29,ADANIPORTS,333.1,334.7,322.55,323.85,3711024,121025304185000
2015-06-01,ADANIPORTS,325.8,325.8,308.25,311.55,3889157,123237783445000
2015-06-02,ADANIPORTS,318.1,321,306.2,309.15,7395219,231639355175000
2015-06-03,ADANIPORTS,311,311.8,288,297.25,24022178,715251708035000
2015-06-04,ADANIPORTS,301,316.35,301,311.2,6343813,196698324955000
2015-06-05,ADANIPORTS,311,315.65,308.7,311.3,2533852,79238037295000
2015-06-08,ADANIPORTS,311.75,313.9,298.25,302.15,2647500,81105765630000
2015-06-09,ADANIPORTS,303.45,311.35,301.2,306.55,2724447,83627953530000
2015-06-10,ADANIPORTS,307,314.25,306.05,312.95,2282770,71301649655000
2015-06-11,ADANIPORTS,320,320.3,302.55,304.25,3718393,115261315545000
2015-06-12,ADANIPORTS,303,313.05,300,312.05,2854243,88061506340000
2015-06-15,ADANIPORTS,310.1,317,308.1,310.05,3154460,98500554860000
2015-06-16,ADANIPORTS,310,315,303.25,313.2,4130581,126882781025000
2015-06-17,ADANIPORTS,312,315,308.4,311,4251580,132820235720000
2015-06-18,ADANIPORTS,312.3,313.7,309.35,311,2616024,81438066415000
2015-06-19,ADANIPORTS,311.95,313.25,303,304.6,3438440,105449888225000
2015-06-22,ADANIPORTS,306,314.5,304.1,311.05,3121416,96963391330000
2015-06-23,ADANIPORTS,311.05,318.4,311.05,316.05,2683470,84739406560000
2015-06-24,ADANIPORTS,316.9,318,309.75,311.55,2241106,70178230570000
2015-06-25,ADANIPORTS,310.8,316.45,308.1,312.55,5190167,162178022715000
2015-06-26,ADANIPORTS,311,315.35,309,311.2,2127770,66312869065000
2015-06-29,ADANIPORTS,306.6,307.5,300.85,306.65,1890624,57494520765000
2015-06-30,ADANIPORTS,305,309.4,305,307.9,2632153,80993286805000
2015-07-01,ADANIPORTS,308.8,312.7,306.5,311.3,2854143,88698576630000
2015-07-02,ADANIPORTS,312.45,319,311.9,316.05,8669541,273367239485000
2015-07-03,ADANIPORTS,319.95,325.75,319,320.8,5189498,167291508140000
2015-07-06,ADANIPORTS,316.95,321.1,316.25,320.1,2853145,91037834125000
2015-07-07,ADANIPORTS,321.8,334.7,321.6,333.05,7877450,258824599455000
2015-07-08,ADANIPORTS,329.4,329.4,318.9,320.65,6546522,211541149675000
2015-07-09,ADANIPORTS,323.4,323.4,312.6,315.15,3521086,111726231875000
2015-07-10,ADANIPORTS,318.75,321.55,315.2,317.1,2531442,80392974650000
2015-07-13,ADANIPORTS,319,322,313.6,321.4,1890469,60106863355000
2015-07-14,ADANIPORTS,322.3,322.75,314,315.9,1960113,62264353190000
2015-07-15,ADANIPORTS,315.9,320.75,315.1,319.65,2112588,67048912730000
2015-07-16,ADANIPORTS,325,329,322.75,326.9,3075862,100229182315000
2015-07-17,ADANIPORTS,329.7,330.7,320.1,329.3,2556255,83846519590000
2015-07-20,ADANIPORTS,328,330.5,325.6,328.8,1847655,60411341200000
2015-07-21,ADANIPORTS,330.5,331.25,321,322.65,1927178,62743544605000
2015-07-22,ADANIPORTS,322.4,325.4,320,324.5,1703725,55049960305000
2015-07-23,ADANIPORTS,325.7,333.35,325,331.35,3000343,99191715800000
2015-07-24,ADANIPORTS,330.4,330.4,322,323.9,2337434,75957314345000
2015-07-27,ADANIPORTS,322.2,322.7,312.75,313.95,2359169,74677045100000
2015-07-28,ADANIPORTS,313.9,317.1,312.2,313.45,2415757,75886903245000
2015-07-29,ADANIPORTS,314.7,316.3,313.5,314.7,2000338,62867558165000
2015-07-30,ADANIPORTS,316,319.95,315.1,318.35,3092912,98447894685000
2015-07-31,ADANIPORTS,319.8,326.5,317.5,325,3265863,105414533995000
2015-08-03,ADANIPORTS,326,331.9,324,330.7,2834386,93447782175000
2015-08-04,ADANIPORTS,332.25,340.3,329.6,339.15,4458398,149937607900000
2015-08-05,ADANIPORTS,342,344,337.55,339.85,2486133,84798557680000
2015-08-06,ADANIPORTS,341,348.4,335.3,346.75,2426994,83138854335000
2015-08-07,ADANIPORTS,345.95,347.7,338,339.55,1883328,64274123650000
2015-08-10,ADANIPORTS,339.1,344.25,337,338.55,4031354,137137776665000
2015-08-11,ADANIPORTS,340.4,340.4,328.95,331.8,3016995,100699486585000
2015-08-12,ADANIPORTS,330,330.95,320.35,322.2,1449050,47032098135000
2015-08-13,ADANIPORTS,328,338,328,334.7,4693354,156486739480000
2015-08-14,ADANIPORTS,340,365.8,340,363.75,13845397,497127662730000
2015-08-17,ADANIPORTS,364,365,356.6,358.3,3561590,128104446670000
2015-08-18,ADANIPORTS,361.65,372.8,361.65,363.45,4140901,151875668940000
2015-08-19,ADANIPORTS,360,368.2,355.05,365.5,2272302,82801126290000
2015-08-20,ADANIPORTS,366.95,374.8,358.55,368.55,5891117,217770891855000
2015-08-21,ADANIPORTS,360.55,367.15,356.35,365.05,4288543,155433847245000
2015-08-24,ADANIPORTS,348.55,349.7,325.4,334.6,6795047,229283667910000
2015-08-25,ADANIPORTS,338,349.3,325.65,344.8,5152340,174376425375000
2015-08-26,ADANIPORTS,344,355.25,336.25,347.85,4493391,156558556795000
2015-08-27,ADANIPORTS,356.8,362.85,347.95,356.55,14512261,516641286755000
2015-08-28,ADANIPORTS,360.5,369.45,357,362.65,5905591,215053268100000
2015-08-31,ADANIPORTS,365,372.4,345.2,355.45,30058587,1072781324355000
2015-09-01,ADANIPORTS,344.95,354.75,339,342.25,3654461,126283284035000
2015-09-02,ADANIPORTS,344,347.45,332.95,334.55,4886043,165470949575000
2015-09-03,ADANIPORTS,337.5,344.75,336.1,339.4,2448672,83282565090000
2015-09-04,ADANIPORTS,338,342.65,330,339.35,2104869,70495679485000
2015-09-07,ADANIPORTS,340.9,345.5,321.3,322.65,2580631,85460942110000
2015-09-08,ADANIPORTS,323.65,327.35,311.7,317.55,4788058,152457412760000
2015-09-09,ADANIPORTS,323.5,327.6,320.15,324.05,2070584,67137278015000
2015-09-10,ADANIPORTS,319.1,328,314.8,326.2,2432225,78263383735000
2015-09-11,ADANIPORTS,329,334,320.5,322.95,2528750,82619747790000
2015-09-14,ADANIPORTS,324.4,331.2,323,329.95,2471856,80850723040000
2015-09-15,ADANIPORTS,330.4,334.9,326.9,332.8,2164523,71528079295000
2015-09-16,ADANIPORTS,337.65,337.65,331.1,334.2,1854497,61925026240000
2015-09-18,ADANIPORTS,340,351.2,335,339.7,11182333,383557122740000
2015-09-21,ADANIPORTS,335.8,337.3,331.5,332.9,2001172,66668150035000
2015-09-22,ADANIPORTS,335.5,335.55,317.1,319.1,2640588,85242136045000
2015-09-23,ADANIPORTS,312.75,316.6,309.25,310.85,3910066,122220244285000
2015-09-24,ADANIPORTS,313,313.3,300.35,301.85,10386968,316165709755000
2015-09-28,ADANIPORTS,304.6,312,302.75,307.2,3282892,101091484535000
2015-09-29,ADANIPORTS,304,304.95,293,297.4,5666979,169239444045000
2015-09-30,ADANIPORTS,302.95,303.5,294,299,5296746,157519298525000
2015-10-01,ADANIPORTS,302.95,307.1,298.5,305.05,4450444,134570162370000
2015-10-05,ADANIPORTS,310,319.65,309.05,317.85,5465126,172022054175000
2015-10-06,ADANIPORTS,319.85,320.95,313,315.8,3585046,113570020845000
2015-10-07,ADANIPORTS,315.8,319.5,312.1,314.55,1851446,58497195230000
2015-10-08,ADANIPORTS,314.1,322.4,312.15,320.75,3186244,101580078590000
2015-10-09,ADANIPORTS,323,324.7,315.95,318.55,1322859,42439966390000
2015-10-12,ADANIPORTS,322,324.25,318,320.75,1229567,39498598330000
2015-10-13,ADANIPORTS,320,325.3,319.1,323.55,1271687,41097790130000
2015-10-14,ADANIPORTS,323,328.4,321.3,324.5,1676790,54621995960000
2015-10-15,ADANIPORTS,325.2,331,325,329,1970502,64814927015000
2015-10-16,ADANIPORTS,330.45,330.9,320.05,323.7,1561900,50491560135000
2015-10-19,ADANIPORTS,323.3,324.7,315.6,317.7,1396880,44494030880000
2015-10-20,ADANIPORTS,319.3,319.3,308.7,309.85,5636626,176340248600000
2015-10-21,ADANIPORTS,309,314.8,309,314.2,2184160,68308553340000
2015-10-23,ADANIPORTS,317.3,318,313.05,314.15,1598163,50337755400000
2015-10-26,ADANIPORTS,315.3,317,311.6,316.35,1674155,52681251105000
2015-10-27,ADANIPORTS,315.8,316.65,310.35,311.3,2983187,93066169420000
2015-10-28,ADANIPORTS,309,310.75,298.25,300.65,6552757,198826825970000
2015-10-29,ADANIPORTS,300.85,303.35,298.15,300.1,4435704,133328757240000
2015-10-30,ADANIPORTS,301.8,302.75,294.35,296.25,3247944,97088780775000
2015-11-02,ADANIPORTS,293.1,302.7,290.1,295.55,7004865,207604915470000
2015-11-03,ADANIPORTS,298.35,301.5,290.3,291.2,3207025,94536843240000
2015-11-04,ADANIPORTS,293.45,295.2,287.55,289.45,2575040,74814604375000
2015-11-05,ADANIPORTS,289.2,292.95,283,284.1,2305175,66469176375000
2015-11-06,ADANIPORTS,284.5,287.9,281.3,285.05,2510273,71501955740000
2015-11-09,ADANIPORTS,277.95,283.5,274.4,276.05,5642736,157111149370000
2015-11-10,ADANIPORTS,276,276.6,262.45,265.6,5013279,134101275640000
2015-11-11,ADANIPORTS,266.95,268.95,266.4,267.5,255406,6831280670000
