Date,Symbol,Open,High,Low,Close,Volume,Turnover
2011-05-06,MUNDRAPORT,129,133.35,126.1,131.9,2375485,30662963850000
2011-05-09,MUNDRAPORT,134.3,134.7,129.5,130.5,2699189,35432648880000
2011-05-10,MUNDRAPORT,131.2,136.2,130.55,135.6,1839712,24649165770000
2011-05-11,MUNDRAPORT,135.05,136.85,133.15,134.8,1275260,17182795305000
2011-05-12,MUNDRAPORT,134.5,135.4,132.35,133.2,599231,8012855600000
2011-05-13,MUNDRAPORT,132.25,139.35,131,138.2,1059083,14466462160000
2011-05-16,MUNDRAPORT,137.85,140.1,135.15,138.7,516674,7103576810000
2011-05-17,MUNDRAPORT,141.25,156.45,139.8,144.4,4091917,59693888005000
2011-05-18,MUNDRAPORT,146.4,149.35,142.15,148.15,3165782,46550862910000
2011-05-19,MUNDRAPORT,148.5,149.8,143.5,144.2,1596311,23273082090000
2011-05-20,MUNDRAPORT,140.1,149.5,140.1,147.95,1582876,23432036195000
2011-05-23,MUNDRAPORT,146.75,151.3,145.45,149.9,2425801,36237222300000
2011-05-24,MUNDRAPORT,149.9,153.4,149.15,151.8,3261978,49518512140000
2011-05-25,MUNDRAPORT,151,155.2,151,154.45,4081882,62831189600000
2011-05-26,MUNDRAPORT,154.5,156.9,150.55,151.9,2623502,40174832925000
2011-05-27,MUNDRAPORT,152.8,153.4,147.05,152.65,2050208,30874434490000
2011-05-30,MUNDRAPORT,152.8,159.35,151.5,155.6,4165889,65095229875000
2011-05-31,MUNDRAPORT,155.05,165.9,155.05,161.45,20663159,332289479220000
2011-06-01,MUNDRAPORT,162.1,165.7,161.25,164,2574106,42237032995000
2011-06-02,MUNDRAPORT,164,165.15,160.15,161.25,1699298,27556778660000
2011-06-03,MUNDRAPORT,161.5,162.8,159.2,161.05,1185817,19093606125000
2011-06-06,MUNDRAPORT,160.5,161.1,159.05,159.85,546378,8746904710000
2011-06-07,MUNDRAPORT,159.85,162.75,156.35,157.25,2193466,34770271165000
2011-06-08,MUNDRAPORT,157.4,158.7,153.3,154.9,1431303,22253824685000
2011-06-09,MUNDRAPORT,155.05,157.4,153.15,154.95,867109,13440958440000
2011-06-10,MUNDRAPORT,155.4,155.4,150.3,152,838559,12780957555000
2011-06-13,MUNDRAPORT,152.45,155.4,150.05,154.75,749987,11464905285000
2011-06-14,MUNDRAPORT,154.95,157.75,154.35,156.55,599387,9348060950000
2011-06-15,MUNDRAPORT,156,158.6,153.25,154.25,956161,14949097815000
2011-06-16,MUNDRAPORT,153.3,153.9,150.75,151.55,1145520,17381942015000
2011-06-17,MUNDRAPORT,150.95,152.35,147.25,148.2,696910,10362615235000
2011-06-20,MUNDRAPORT,149.8,150,141.4,147.15,1207293,17769380270000
2011-06-21,MUNDRAPORT,148,149.8,144.5,148.35,1088170,16081242130000
2011-06-22,MUNDRAPORT,149.9,150.6,146.5,148.1,487689,7220338210000
2011-06-23,MUNDRAPORT,148.2,151.5,144,150.15,1194788,17704695015000
2011-06-24,MUNDRAPORT,151,155.9,151,154.3,851591,13122000525000
2011-06-27,MUNDRAPORT,154.5,157.8,153.45,156.25,1615697,25300243280000
2011-06-28,MUNDRAPORT,156.55,158.85,156.55,157.1,1127185,17738333690000
2011-06-29,MUNDRAPORT,153.1,159,151.6,157.1,1022281,16064415450000
2011-06-30,MUNDRAPORT,158.85,163.25,157.05,161.95,2743578,44339097860000
2011-07-01,MUNDRAPORT,163,164.95,160.65,162.35,641406,10419966445000
2011-07-04,MUNDRAPORT,162.35,164,160.25,160.85,508395,8216273440000
2011-07-05,MUNDRAPORT,161.25,161.9,159.25,159.9,376300,6024833870000
2011-07-06,MUNDRAPORT,159.5,164,159.45,161,681135,11039272745000
2011-07-07,MUNDRAPORT,162,165.75,159.65,162.05,1081191,17642042805000
2011-07-08,MUNDRAPORT,162.55,162.6,157.1,157.85,360582,5764143605000
2011-07-11,MUNDRAPORT,156.5,158.5,155,157.1,437792,6867089030000
2011-07-12,MUNDRAPORT,155.3,156.7,153.5,153.9,673388,10434631475000
2011-07-13,MUNDRAPORT,154.65,156.6,152.55,154.5,721657,11139383155000
2011-07-14,MUNDRAPORT,152.55,157.9,152,156.8,712244,11109511075000
2011-07-15,MUNDRAPORT,156.7,158.85,154.45,156.75,520139,8161455975000
2011-07-18,MUNDRAPORT,156.5,158.05,154.05,154.85,286868,4468783570000
2011-07-19,MUNDRAPORT,154.8,161.2,153.25,160.4,1099870,17348509575000
2011-07-20,MUNDRAPORT,161.3,162.65,155,155.95,1424292,22576184155000
2011-07-21,MUNDRAPORT,156.45,158.85,154.1,157.35,1069969,16753210410000
2011-07-22,MUNDRAPORT,158.45,161.5,157.9,160.75,1679870,26943857590000
2011-07-25,MUNDRAPORT,161,161.8,158.1,158.95,1385495,22053226490000
2011-07-26,MUNDRAPORT,159.5,163,158.1,158.9,1150173,18437531130000
2011-07-27,MUNDRAPORT,159.8,160.5,155.6,156.25,495383,7784305585000
2011-07-28,MUNDRAPORT,155.35,160,154,154.95,1243690,19421738170000
2011-07-29,MUNDRAPORT,154.05,156.4,135.25,143.55,4895210,70588281150000
2011-08-01,MUNDRAPORT,147.5,150.9,144,145.1,3708191,54120483765000
2011-08-02,MUNDRAPORT,145.25,145.7,138.15,141.55,1475136,20937342190000
2011-08-03,MUNDRAPORT,139.4,144.3,137,142.7,1009315,14226287670000
2011-08-04,MUNDRAPORT,143.2,144.8,136.75,138.15,3306069,46403108555000
2011-08-05,MUNDRAPORT,134.95,141,132,139.75,9280860,128681325075000
2011-08-08,MUNDRAPORT,135.45,140.5,134,136.15,3743566,51742021195000
2011-08-09,MUNDRAPORT,133.95,138,130,133.45,997026,13279157850000
2011-08-10,MUNDRAPORT,136.35,139.7,134.9,137.95,2270284,31301749410000
2011-08-11,MUNDRAPORT,136,138.2,134.25,135.45,1536864,20953825730000
2011-08-12,MUNDRAPORT,137.2,137.85,135,136.45,1540298,20975622115000
2011-08-16,MUNDRAPORT,132,142.85,132,139.7,1041466,14556798055000
2011-08-17,MUNDRAPORT,139.4,141.3,136.05,138.6,666711,9199110495000
2011-08-18,MUNDRAPORT,139.1,140.75,134.45,136.45,5314420,73377091070000
2011-08-19,MUNDRAPORT,133,137.95,131.95,136.3,3919879,53702777825000
2011-08-22,MUNDRAPORT,135.05,137.9,134.9,136.05,334962,4556968770000
2011-08-23,MUNDRAPORT,137.4,139.2,134.2,138.45,907130,12332147895000
2011-08-24,MUNDRAPORT,139.9,148,138.8,146.8,2727812,39550104375000
2011-08-25,MUNDRAPORT,147.2,149.65,138.75,140.4,1793336,25766099030000
2011-08-26,MUNDRAPORT,139.25,142.85,139.1,140.55,694785,9801762750000
2011-08-29,MUNDRAPORT,141.15,147.95,141,145.35,484414,7046845950000
2011-08-30,MUNDRAPORT,147,152.9,146.4,152.1,1185911,17865212820000
2011-09-02,MUNDRAPORT,154.05,158.5,151.6,157.5,1596147,24990796230000
2011-09-05,MUNDRAPORT,155.8,160.6,154.8,157.25,912066,14429586500000
2011-09-06,MUNDRAPORT,160,161.9,150.9,154.05,1330904,20423017435000
2011-09-07,MUNDRAPORT,155.3,162,154.5,160.05,1871504,29839916245000
2011-09-08,MUNDRAPORT,161.8,163.9,158.6,160.75,1011497,16341379625000
2011-09-09,MUNDRAPORT,162.45,162.45,153.05,154.15,541841,8540161505000
2011-09-12,MUNDRAPORT,153.2,156.8,150.35,152.35,458685,7030290975000
2011-09-13,MUNDRAPORT,155.9,157,151.65,152.55,477998,7381170200000
2011-09-14,MUNDRAPORT,150.1,153,147.55,149.05,1511322,22865856935000
2011-09-15,MUNDRAPORT,150,151.7,148.25,149.35,535073,8003442375000
2011-09-16,MUNDRAPORT,150,153.5,148,150.8,1324489,19993454685000
2011-09-19,MUNDRAPORT,149,155.75,148.2,154.1,2809987,43075583805000
2011-09-20,MUNDRAPORT,155.1,155.65,152.5,154.35,1631967,25191437770000
2011-09-21,MUNDRAPORT,154.05,158.2,154.05,157.1,1204766,18875517920000
2011-09-22,MUNDRAPORT,156.1,156.1,142.2,146.45,2453772,36548320370000
2011-09-23,MUNDRAPORT,144.6,151.25,143.75,149.65,1400138,20805486130000
2011-09-26,MUNDRAPORT,150.3,152.95,147.4,152.3,959586,14403310840000
2011-09-27,MUNDRAPORT,154.85,158.9,152.75,157.45,1229409,19128545565000
2011-09-28,MUNDRAPORT,159,161.2,156,160.3,2377196,38061723230000
2011-09-29,MUNDRAPORT,159.8,166.75,158.15,163.95,3079459,49851498265000
2011-09-30,MUNDRAPORT,163.75,169.8,162,164.35,2712461,45126373805000
2011-10-03,MUNDRAPORT,163.6,164,151.35,153.1,1642213,25867948295000
2011-10-04,MUNDRAPORT,152.5,159.8,146.7,147.45,1108391,16793048395000
2011-10-05,MUNDRAPORT,153.55,153.9,147.6,150.65,643151,9638090865000
2011-10-07,MUNDRAPORT,155.55,157.8,151.2,156.45,806599,12442460195000
2011-10-10,MUNDRAPORT,155.25,157.85,153.1,154.85,574856,8930422825000
2011-10-11,MUNDRAPORT,155.9,159.5,152.25,153.45,624082,9731944730000
2011-10-12,MUNDRAPORT,155.25,156.85,153.45,155,606780,9414588120000
2011-10-13,MUNDRAPORT,155,159,154.5,156.4,843751,13227185860000
2011-10-14,MUNDRAPORT,155.7,157.3,154.5,155.45,499700,7792885745000
2011-10-17,MUNDRAPORT,156.05,157.6,153.1,155.9,331198,5138289705000
2011-10-18,MUNDRAPORT,157.5,157.5,150.8,152.25,355368,5441975650000
2011-10-19,MUNDRAPORT,153.05,155.25,149.55,150.4,1057725,16046229930000
2011-10-20,MUNDRAPORT,148,152.8,147.6,151.8,370257,5550683630000
2011-10-21,MUNDRAPORT,149,153,149,150.45,300342,4544468405000
2011-10-24,MUNDRAPORT,155.05,157.6,151.65,156.5,1167828,18176262395000
2011-10-25,MUNDRAPORT,156.5,162.5,155.5,161.25,1139611,18265982155000
2011-10-26,MUNDRAPORT,162.5,163,160.6,161.75,188437,3048384360000
2011-10-28,MUNDRAPORT,162.4,170.45,162.4,163.4,1051878,17370059790000
2011-10-31,MUNDRAPORT,160.05,166.95,160.05,163.95,840954,13823108065000
2011-11-01,MUNDRAPORT,156,163.95,156,160.1,512462,8254170715000
2011-11-02,MUNDRAPORT,157.4,159.5,155.1,158.05,1042409,16394754965000
2011-11-03,MUNDRAPORT,163,163.6,157.55,162.2,496651,7933085235000
2011-11-04,MUNDRAPORT,164.5,167.5,163.55,165,1747474,28886964430000
2011-11-08,MUNDRAPORT,165.05,166.7,160.2,161.55,873158,14292919145000
2011-11-09,MUNDRAPORT,162.15,163.95,156.1,158.65,886539,14143965815000
2011-11-11,MUNDRAPORT,159.9,162.9,150,150.45,2472593,38022378055000
2011-11-14,MUNDRAPORT,158.65,158.65,151.05,155.15,1554235,24195493010000
2011-11-15,MUNDRAPORT,154.5,156.05,141,144.6,1354549,20034600995000
2011-11-16,MUNDRAPORT,144.2,144.2,130.2,132.55,3855162,51506085040000
2011-11-17,MUNDRAPORT,132,135.85,129,132.15,2518688,33368760605000
2011-11-18,MUNDRAPORT,131.15,139.8,128.35,137.9,1456984,19647755780000
2011-11-21,MUNDRAPORT,136.7,139.1,132.5,136.6,717393,9792145150000
2011-11-22,MUNDRAPORT,137.9,139,131.25,132.35,692110,9362370150000
2011-11-23,MUNDRAPORT,132.05,132.35,121.25,123.55,1295172,16488047450000
2011-11-24,MUNDRAPORT,123.7,125,116.75,117.7,2554572,30290169335000
2011-11-25,MUNDRAPORT,118,124.85,115.2,123.35,4717307,56235412395000
2011-11-28,MUNDRAPORT,124.75,127.45,121.75,126.4,2568553,31933944675000
2011-11-29,MUNDRAPORT,128,130.9,125.4,128.3,1970380,25410535955000
2011-11-30,MUNDRAPORT,128,130.35,121.7,125.75,1884842,23689971265000
2011-12-01,MUNDRAPORT,129.7,132.35,125.25,126.2,1060484,13570107170000
2011-12-02,MUNDRAPORT,124.6,132,124.6,130.3,578277,7460340490000
2011-12-05,MUNDRAPORT,129.7,130.6,126.35,129.15,559299,7184764030000
2011-12-07,MUNDRAPORT,129.7,133.95,129.1,132.1,1679421,22184180730000
2011-12-08,MUNDRAPORT,130.7,133.9,126.55,128.85,956836,12333433975000
2011-12-09,MUNDRAPORT,127.35,131,124.4,127.3,535841,6865426150000
2011-12-12,MUNDRAPORT,128.95,130.9,126.35,129,1280093,16491153785000
2011-12-13,MUNDRAPORT,129,129.6,126.2,128.15,829707,10630271620000
2011-12-14,MUNDRAPORT,128.3,132.5,127.65,130.4,622509,8111459870000
2011-12-15,MUNDRAPORT,128,129.5,125.85,127.05,2760437,35350377630000
2011-12-16,MUNDRAPORT,127.1,129.5,124.4,126.65,1062095,13485600290000
2011-12-19,MUNDRAPORT,124.2,125.75,118.5,119.7,1292516,15620680740000
2011-12-20,MUNDRAPORT,120.9,123.8,117.7,121.5,2207343,26628625340000
2011-12-21,MUNDRAPORT,123.15,125.2,122.05,123.65,738177,9108213695000
2011-12-22,MUNDRAPORT,123.65,124.9,121.9,123.95,1208491,14968769520000
2011-12-23,MUNDRAPORT,124,127.6,122.6,124.9,1372951,17279949250000
2011-12-26,MUNDRAPORT,125.5,125.5,120.1,123.55,669863,8223278125000
2011-12-27,MUNDRAPORT,124.5,127.9,123,125.45,753047,9468018730000
2011-12-28,MUNDRAPORT,126.65,126.65,119.25,120.6,581843,7091481670000
2011-12-29,MUNDRAPORT,120.45,126.75,118.7,124.2,2892730,35633027930000
2011-12-30,MUNDRAPORT,123.6,123.6,119.65,120.05,1280686,15434396365000
2012-01-02,MUNDRAPORT,122.8,123.75,111,114.7,1572363,18223987370000
2012-01-03,MUNDRAPORT,117.5,120.9,115,120.3,1385662,16485200235000
2012-01-04,MUNDRAPORT,121,123.5,118,122.85,1259249,15153097290000
2012-01-05,MUNDRAPORT,122,127.6,121.3,126.7,788405,9878425145000
2012-01-06,MUNDRAPORT,126.25,128.75,124.3,127.7,1036623,13107359930000
2012-01-07,MUNDRAPORT,129.8,129.8,126.2,127.3,65561,833613085000
2012-01-09,MUNDRAPORT,128.7,133.4,126,132.2,848300,10980431790000
2012-01-10,MUNDRAPORT,133.85,137,132.85,136.45,869679,11799053755000
2012-01-11,MUNDRAPORT,136,140.7,134.75,137.05,1810746,24857987430000
2012-01-12,MUNDRAPORT,137.5,137.5,131.2,132.65,1748799,23299731715000
2012-01-13,MUNDRAPORT,132.5,133,129.55,131.55,1099713,14508164185000
2012-01-16,MUNDRAPORT,131.5,136.4,130.65,135.5,2060690,27501109890000
2012-01-17,ADANIPORTS,137.1,141,135,140,1636196,22600735135000
2012-01-18,ADANIPORTS,142,143.8,138.7,141.7,890591,12579860880000
2012-01-19,ADANIPORTS,144,150.55,143.15,149.4,1456077,21363822990000
2012-01-20,ADANIPORTS,151.9,157.6,150.25,155.4,1634070,25125831580000
2012-01-23,ADANIPORTS,155.4,155.4,145.1,146.75,1657609,24787678500000
2012-01-24,ADANIPORTS,147.05,152.9,145.6,150.05,1337362,20098990755000
2012-01-25,ADANIPORTS,150.95,150.95,142.25,143.2,1859617,26927090260000
2012-01-27,ADANIPORTS,145.8,149.65,144.8,147.1,1264483,18674645815000
2012-01-30,ADANIPORTS,147.1,147.4,137.35,138.4,757694,10769467680000
2012-01-31,ADANIPORTS,138.95,148.5,137,146.25,1291344,18488290775000
2012-02-01,ADANIPORTS,146.55,147.75,142.15,143.9,899183,12977784875000
2012-02-02,ADANIPORTS,144.5,151.8,144.5,151,2355597,35055348265000
2012-02-03,ADANIPORTS,151,152.7,148.25,150.25,814359,12224627520000
2012-02-06,ADANIPORTS,152.85,152.85,146.3,148.1,1518103,22822941925000
2012-02-07,ADANIPORTS,149.15,149.45,137.85,139.15,1735290,24726227440000
2012-02-08,ADANIPORTS,139,143.3,136.6,140.3,1532614,21589168735000
2012-02-09,ADANIPORTS,139.65,141.8,135.2,137.95,1907732,26344108990000
2012-02-10,ADANIPORTS,138.15,144.15,137.2,142.9,1780060,24970779215000
2012-02-13,ADANIPORTS,143.95,144.3,141,143.05,718239,10244244740000
2012-02-14,ADANIPORTS,143.3,145.55,142,144.15,1580236,22628881385000
2012-02-15,ADANIPORTS,145,147.95,144.15,147.15,886834,12945271965000
2012-02-16,ADANIPORTS,147.45,149.9,145.75,147.6,856476,12659654410000
2012-02-17,ADANIPORTS,149,152.9,145.75,150.5,1749511,26305587770000
2012-02-21,ADANIPORTS,151.2,155.75,150.65,152.65,1744030,26759529580000
2012-02-22,ADANIPORTS,155.75,157.75,142.4,143.85,1863666,28180769820000
2012-02-23,ADANIPORTS,142,145.4,140.5,144.05,1533912,22040961465000
2012-02-24,ADANIPORTS,145.05,146.5,141,142.7,527338,7523669970000
2012-02-27,ADANIPORTS,144.4,145.15,137.25,143.65,947560,13442886230000
2012-02-28,ADANIPORTS,144.8,149.45,144.1,148.1,629276,9245187830000
2012-02-29,ADANIPORTS,149.75,152,145.25,148.65,627017,9329989365000
2012-03-01,ADANIPORTS,148,152,144,146.85,370864,5428525095000
2012-03-02,ADANIPORTS,147.5,150,144,147.35,497666,7280622175000
2012-03-03,ADANIPORTS,147.6,147.75,145.4,146.15,22092,323535845000
2012-03-05,ADANIPORTS,147,147.05,142.4,143.2,264293,3814103440000
2012-03-06,ADANIPORTS,144.65,147,140.65,143.55,502716,7238873710000
2012-03-07,ADANIPORTS,141.05,146.65,141.05,145.25,389292,5599101400000
2012-03-09,ADANIPORTS,146.3,148.5,129.75,135,5833743,78913656285000
2012-03-12,ADANIPORTS,135,137.3,128.4,129.9,5786647,75765522085000
2012-03-13,ADANIPORTS,125,133.95,125,131.1,5344550,70179731910000
2012-03-14,ADANIPORTS,132.05,137.25,132.05,135.75,2528804,34159068265000
2012-03-15,ADANIPORTS,136,136,130.4,132.05,1691856,22305624735000
2012-03-16,ADANIPORTS,132.75,135.75,130.25,133.15,1024696,13659793070000
2012-03-19,ADANIPORTS,133.45,133.85,130.85,131.85,886890,11673824605000
2012-03-20,ADANIPORTS,131.85,133.3,129.45,132.35,1991819,26313277840000
2012-03-21,ADANIPORTS,131.4,132.6,130.25,131.15,1329184,17462064230000
2012-03-22,ADANIPORTS,132.85,133.2,124.8,125.9,2489358,32249793915000
2012-03-23,ADANIPORTS,125.1,127.95,120.75,123.45,4212337,51825568915000
2012-03-26,ADANIPORTS,123,123.7,119.05,120.55,1124699,13608458620000
2012-03-27,ADANIPORTS,121.55,123,118.25,121.5,1098462,13254512730000
2012-03-28,ADANIPORTS,121.5,121.5,117,118.25,1756343,20802789070000
2012-03-29,ADANIPORTS,118,125.5,116.1,124.2,2869127,34591643895000
2012-03-30,ADANIPORTS,124.5,130,124.1,129.5,1405080,17948326395000
2012-04-02,ADANIPORTS,129.4,132.7,128.6,129.5,773104,10135879215000
2012-04-03,ADANIPORTS,129.5,132.4,125.1,129.4,598189,7795713485000
2012-04-04,ADANIPORTS,129.4,132.25,128.3,131.65,763340,10000377740000
2012-04-09,ADANIPORTS,131.05,136.25,129.65,133.75,1171110,15752365445000
2012-04-10,ADANIPORTS,134.3,134.7,131,131.95,364048,4817356490000
2012-04-11,ADANIPORTS,130.1,133.45,125.45,127.35,607896,7891275245000
2012-04-12,ADANIPORTS,129.7,131,127.8,128.25,567378,7328846845000
2012-04-13,ADANIPORTS,129.85,130.9,128.75,129.9,573117,7445141435000
2012-04-16,ADANIPORTS,129.9,130.95,128.65,128.9,225281,2914358895000
2012-04-17,ADANIPORTS,130,130.95,128.65,129.65,429108,5577525010000
2012-04-18,ADANIPORTS,130.75,133.9,129.2,129.75,594109,7823103415000
2012-04-19,ADANIPORTS,130.3,135.4,129.4,134.1,845571,11211782495000
2012-04-20,ADANIPORTS,134,137.2,129.95,130.65,1357915,18177229935000
2012-04-23,ADANIPORTS,130,131.6,126.7,127.25,671276,8670399120000
2012-04-24,ADANIPORTS,128.7,130,126.2,128.65,487818,6249503040000
2012-04-25,ADANIPORTS,130,131.95,127.65,129.65,939012,12225381950000
2012-04-26,ADANIPORTS,130.1,131.5,124.05,124.6,1267245,16025489245000
2012-04-27,ADANIPORTS,125,127.35,124.7,126.35,383798,4838601960000
2012-04-28,ADANIPORTS,126.35,127,125,125.95,19218,241585705000
2012-04-30,ADANIPORTS,126.9,128.5,125,127.8,892604,11348872815000
2012-05-02,ADANIPORTS,128.9,128.9,125.5,126.05,591736,7510047605000
2012-05-03,ADANIPORTS,126.55,127.5,124.45,124.95,626023,7862758770000
2012-05-04,ADANIPORTS,124.9,125.8,122.5,124.1,1173453,14515647510000
2012-05-07,ADANIPORTS,122.7,129,121,127.7,564358,7053821585000
2012-05-08,ADANIPORTS,127.15,128.95,121.65,123.05,339686,4266274450000
2012-05-09,ADANIPORTS,122.95,125.25,120.2,122.85,1961492,24163992805000
2012-05-10,ADANIPORTS,120,126.3,118.9,125.05,1266715,15747680860000
2012-05-11,ADANIPORTS,123,126.4,119.35,121.5,2334822,28690716660000
2012-05-14,ADANIPORTS,121.45,121.95,114.2,114.9,1957717,22975391390000
2012-05-15,ADANIPORTS,114,115.45,112.25,114.7,921396,10517743540000
2012-05-16,ADANIPORTS,114,114,109.8,111,2319699,25939560115000
2012-05-17,ADANIPORTS,109.1,116,109.1,113.8,1943986,22044585805000
2012-05-18,ADANIPORTS,111.05,113.4,109.75,111.7,1538120,17100325745000
2012-05-21,ADANIPORTS,111.7,113.75,109.5,112.6,1491072,16623841355000
2012-05-22,ADANIPORTS,113.1,113.9,111.3,111.75,388799,4355852615000
2012-05-23,ADANIPORTS,112,112.05,109.8,110.25,1245523,13745394465000
2012-05-24,ADANIPORTS,111.45,112.7,109.8,112,1116442,12438050745000
2012-05-25,ADANIPORTS,112,115.45,112,113.8,1089233,12415887900000
2012-05-28,ADANIPORTS,114.85,115.75,114.1,114.9,501829,5759588305000
2012-05-29,ADANIPORTS,115.9,122.25,114.75,118.3,1379146,16509281240000
2012-05-30,ADANIPORTS,119,120.8,117.3,119,1778680,21223862210000
2012-05-31,ADANIPORTS,118.35,125.9,117.15,123.45,3592822,43736456330000
2012-06-01,ADANIPORTS,124,126.25,122.65,125.35,1088955,13525181970000
2012-06-04,ADANIPORTS,124.45,124.5,120.2,123.75,870476,10646901985000
2012-06-05,ADANIPORTS,124.7,125.2,121.6,122.85,664310,8182057815000
2012-06-06,ADANIPORTS,122.1,126,122.1,124.15,1330789,16577106295000
2012-06-07,ADANIPORTS,124.85,127.45,123.15,125.1,745015,9313538285000
2012-06-08,ADANIPORTS,124.25,126.55,123.75,124.8,540939,6761552885000
2012-06-11,ADANIPORTS,125.5,126.8,122.5,123.65,1050332,13084505975000
2012-06-12,ADANIPORTS,124.3,124.85,120.65,122.55,1474970,18006264615000
2012-06-13,ADANIPORTS,122.55,125.35,119.35,120.8,1683780,20631000490000
2012-06-14,ADANIPORTS,119.2,121.3,114,114.5,1264900,14806468355000
2012-06-15,ADANIPORTS,115,116.5,113,114.75,1147454,13133518990000
2012-06-18,ADANIPORTS,114.95,118.5,112.45,115.2,1281993,14756952235000
2012-06-19,ADANIPORTS,115.2,115.9,113.3,114.95,891747,10219495505000
2012-06-20,ADANIPORTS,116,117.8,115.8,117.45,659167,7716393000000
2012-06-21,ADANIPORTS,117.25,118.15,115.8,117.55,690964,8084028435000
2012-06-22,ADANIPORTS,115.8,118.85,115.8,117.85,486749,5736168640000
2012-06-25,ADANIPORTS,118,119.25,116.35,116.7,346396,4093515790000
2012-06-26,ADANIPORTS,117.9,118.5,116.25,118.05,436613,5138455190000
2012-06-27,ADANIPORTS,118.8,118.8,117.6,118.4,432947,5116604485000
2012-06-28,ADANIPORTS,118.45,120.65,117.85,119.45,396097,4718186935000
2012-06-29,ADANIPORTS,119.65,122.95,119.6,121.15,916783,11142920200000
2012-07-02,ADANIPORTS,121.45,125.75,121,124.75,999891,12341899120000
2012-07-03,ADANIPORTS,125.6,126.9,123.6,124.05,737421,9215704145000
2012-07-04,ADANIPORTS,124.85,125.4,122.5,124.6,410302,5082823550000
2012-07-05,ADANIPORTS,124.9,126.5,123.3,123.95,860385,10694802985000
2012-07-06,ADANIPORTS,123.55,123.85,120.9,122.6,660690,8075326585000
2012-07-09,ADANIPORTS,121.75,121.95,120.05,121.45,426421,5157657425000
2012-07-10,ADANIPORTS,121.45,122.7,120.3,121.4,394520,4795856730000
2012-07-11,ADANIPORTS,120.75,122.35,120.25,120.55,436328,5276892630000
2012-07-12,ADANIPORTS,120,120.25,117.5,118.85,642833,7606294250000
2012-07-13,ADANIPORTS,119.5,120.05,116.1,117.5,697441,8273264630000
2012-07-16,ADANIPORTS,118.15,118.15,115.1,115.5,618414,7156467335000
2012-07-17,ADANIPORTS,115.5,116,112.8,113.55,873178,9934677580000
2012-07-18,ADANIPORTS,115,115,111.05,113,1161347,13098386525000
2012-07-19,ADANIPORTS,114,114.5,111.25,111.95,751834,8491446315000
2012-07-20,ADANIPORTS,111.5,114.8,111.25,113.85,518368,5859447105000
2012-07-23,ADANIPORTS,112.6,113.5,110,112.45,551789,6193159965000
2012-07-24,ADANIPORTS,112.5,117.7,111.65,117,1175158,13633898415000
2012-07-25,ADANIPORTS,116.1,117.2,114.2,115.2,631445,7277622890000
2012-07-26,ADANIPORTS,114.9,119.2,114.85,117.85,1135801,13343314595000
2012-07-27,ADANIPORTS,118.1,119.85,113.05,114.1,525503,6130652650000
2012-07-30,ADANIPORTS,114.4,119.35,114.1,118.85,689560,8047156920000
2012-07-31,ADANIPORTS,118,121,116.35,120.45,715123,8535705175000
2012-08-01,ADANIPORTS,121.55,125.5,118.1,120.9,4518020,55195709640000
2012-08-02,ADANIPORTS,121.25,122.15,120.15,121.6,682706,8274367025000
2012-08-03,ADANIPORTS,118.5,122.95,118.5,121.55,821744,9904087860000
2012-08-06,ADANIPORTS,122,124.7,121.65,124.05,630742,7755969615000
2012-08-07,ADANIPORTS,122.15,124.75,122.15,122.75,908275,11215686140000
2012-08-08,ADANIPORTS,122.25,126.25,122.25,124.3,1034361,12899878390000
2012-08-09,ADANIPORTS,123.95,127.75,123.95,127,1095476,13788926920000
2012-08-10,ADANIPORTS,126.35,127.5,124.8,126.9,1133003,14259822760000
2012-08-13,ADANIPORTS,125.8,126.95,122.75,125.2,786435,9792842935000
2012-08-14,ADANIPORTS,123.05,129,123.05,128.15,893033,11368169285000
2012-08-16,ADANIPORTS,128.3,130.4,125.15,127.15,1322874,16917723105000
2012-08-17,ADANIPORTS,127.5,128.35,122.1,123.5,653977,8151512525000
2012-08-21,ADANIPORTS,122.05,123.7,118.5,119.85,904738,10874006725000
2012-08-22,ADANIPORTS,119,119.3,116,116.55,1152766,13535568815000
2012-08-23,ADANIPORTS,116.65,116.7,110,110.8,4531629,51623898340000
2012-08-24,ADANIPORTS,110.55,112.9,105.65,112,2507113,27285148615000
2012-08-27,ADANIPORTS,110,112.05,106.55,108,1101295,11946065075000
2012-08-28,ADANIPORTS,108,110.6,106.1,108.85,906607,9822465265000
2012-08-29,ADANIPORTS,108,110.45,107.4,109.45,840345,9149695530000
2012-08-30,ADANIPORTS,109.05,115.4,107.4,114.5,2299775,25932950925000
2012-08-31,ADANIPORTS,114.1,115,111,113.75,1709001,19237289175000
2012-09-03,ADANIPORTS,112.3,117,112.3,116.25,622511,7171755330000
2012-09-04,ADANIPORTS,117.5,117.5,114.2,116.6,373291,4323421335000
2012-09-05,ADANIPORTS,115.7,116.9,115,115.6,1031669,11970825715000
2012-09-06,ADANIPORTS,114.05,115.35,110.85,114.15,1049284,11895915440000
2012-09-07,ADANIPORTS,115.1,116.9,112.15,112.95,1312589,14912054285000
2012-09-08,ADANIPORTS,112.85,113.3,111.8,112.7,50338,566420120000
2012-09-10,ADANIPORTS,112.3,114.95,111.65,112.7,1544686,17451871575000
2012-09-11,ADANIPORTS,112.7,113.5,111.4,112.45,1285716,14443388720000
